"code_ogr","riasec_majeur","riasec_mineur"
"125234","R",""
"125235","A","R"
"125236","A","R"
"125238","R",""
"125239","S","A"
"125241","R",""
"125242","R",""
"125243","R",""
"125244","R",""
"125246","R",""
"125254","R",""
"125255","R",""
"125256","R","S"
"125258","R","A"
"125261","R",""
"125262","R",""
"125263","C","I"
"125264","A","R"
"125266","R",""
"125269","R","A"
"125270","R","A"
"125271","R","A"
"125272","R","A"
"125273","R","A"
"125274","R","A"
"125275","A","R"
"125276","A","R"
"125277","A","R"
"125278","A","R"
"125279","R",""
"125280","R",""
"125282","A",""
"125283","A",""
"125286","A",""
"125287","A",""
"125288","R",""
"125289","R",""
"125290","A","R"
"125292","R",""
"125294","A","E"
"125295","C",""
"125298","R",""
"125299","R",""
"125300","R",""
"125301","E",""
"125302","C",""
"125304","C",""
"125305","C","I"
"125306","C","A"
"125307","I","C"
"125308","C","S"
"125309","R","I"
"125310","R","C"
"125311","R","C"
"125315","R",""
"125316","C",""
"125317","C",""
"125318","R",""
"125328","R",""
"125329","R",""
"125330","R",""
"125331","R",""
"125333","R",""
"125334","A",""
"125337","R",""
"125338","R",""
"125339","C","A"
"125340","R","A"
"125341","R",""
"125342","R",""
"125343","R","A"
"125344","R","A"
"125345","R",""
"125346","R",""
"125347","R",""
"125350","R","A"
"125351","R","A"
"125352","R",""
"125353","R",""
"125354","R",""
"125355","R",""
"125356","R",""
"125357","R",""
"125358","R",""
"125359","R",""
"125360","R",""
"125361","R",""
"125363","R",""
"125364","R",""
"125365","R",""
"125366","R",""
"125367","R",""
"125368","R","A"
"125369","R","A"
"125370","S","A"
"125372","R",""
"125373","R","A"
"125374","R","A"
"125375","R",""
"125376","R",""
"125377","R","A"
"125378","R","A"
"125379","R","A"
"125380","R","A"
"125381","R","A"
"125382","R","A"
"125383","R","A"
"125384","R","A"
"125385","R",""
"125386","R",""
"125387","R",""
"125391","R","A"
"125402","A","R"
"125403","R",""
"125404","A",""
"125405","R",""
"125406","C",""
"125407","R",""
"125409","R",""
"125410","C",""
"125412","R",""
"125413","R",""
"125414","R",""
"125415","R",""
"125416","R",""
"125417","A","E"
"125418","R",""
"125419","R",""
"125420","R","A"
"125421","A",""
"125422","A",""
"125423","A",""
"125424","A",""
"125425","A","R"
"125426","A","R"
"125427","A",""
"125428","A",""
"125429","E",""
"125430","C",""
"125431","A",""
"125432","R",""
"125433","R",""
"125434","E","S"
"125435","E","S"
"125436","E",""
"125437","E",""
"125438","A","C"
"125439","E","R"
"125440","R","I"
"125441","C","I"
"125442","C","A"
"125443","S","A"
"125444","S","A"
"125445","A","I"
"125446","A","C"
"125447","C",""
"125448","R","A"
"125449","C",""
"125450","R","A"
"125451","R","A"
"125452","R","A"
"125453","R","A"
"125454","R","A"
"125455","R","A"
"125457","R","A"
"125458","R","A"
"125459","R","A"
"125461","C",""
"125462","R","C"
"125463","R","C"
"125464","C",""
"125465","R","C"
"125466","R","C"
"125467","R",""
"125468","R","A"
"125469","A",""
"125470","R","A"
"125471","R",""
"125472","R","A"
"125474","C",""
"125475","C",""
"125479","C",""
"125480","C",""
"125481","A","R"
"125483","A","R"
"125484","A","R"
"125485","R","A"
"125490","C",""
"125491","R",""
"125492","C",""
"125493","R",""
"125495","R",""
"125499","C",""
"125500","R","A"
"125501","R","A"
"125503","R","A"
"125504","R",""
"125507","C",""
"125508","C",""
"125509","R",""
"125511","R","C"
"125512","R","C"
"125514","R",""
"125515","R",""
"125520","R",""
"125523","A","R"
"125524","A","R"
"125527","R",""
"125529","R","A"
"125532","R",""
"125533","R",""
"125534","R",""
"125535","R","A"
"125536","R","A"
"125537","A",""
"125538","A",""
"125539","A",""
"125540","R","A"
"125541","R",""
"125542","A",""
"125543","A",""
"125544","R","A"
"125548","R","A"
"125549","R","A"
"125551","R","A"
"125556","R",""
"125557","R",""
"125558","R",""
"125559","R",""
"125560","I","A"
"125561","I","A"
"125562","I","A"
"125563","R",""
"125564","R",""
"125565","R",""
"125566","R",""
"125567","R",""
"125568","R",""
"125569","S","R"
"125571","R",""
"125572","R",""
"125573","R",""
"125574","R","A"
"125575","R","A"
"125576","R",""
"125577","R",""
"125578","R",""
"125579","R",""
"125580","R",""
"125581","R",""
"125583","A","E"
"125584","A","E"
"125586","R","A"
"125587","R","A"
"125588","R",""
"125589","R",""
"125590","R",""
"125591","R",""
"125592","R",""
"125593","R",""
"125594","R",""
"125595","R",""
"125596","R",""
"125597","R",""
"125598","R",""
"125601","R","A"
"125602","R",""
"125603","R",""
"125604","R",""
"125605","E","I"
"125606","E","I"
"125607","R","A"
"125608","R","A"
"125609","R","A"
"125610","R","A"
"125611","R",""
"125634","R","A"
"125635","R","A"
"125636","R","A"
"125638","C",""
"125639","C",""
"125640","R",""
"125641","C","R"
"125642","R","A"
"125644","R",""
"125645","R",""
"125646","R",""
"125647","R",""
"125648","R",""
"125649","R",""
"125650","R",""
"125651","R",""
"125652","R",""
"125653","R",""
"125654","A","R"
"125655","R",""
"125656","R",""
"125657","R",""
"125658","R",""
"125659","R",""
"125660","R",""
"125661","R",""
"125662","A","R"
"125663","E",""
"125664","R","A"
"125665","R","A"
"125666","A",""
"125667","A",""
"125668","A",""
"125669","R","A"
"125670","R","A"
"125671","A","R"
"125672","A","R"
"125673","C","S"
"125674","E","C"
"125675","E",""
"125676","E",""
"125677","C",""
"125678","C","S"
"125679","C","S"
"125681","A",""
"125682","A",""
"125683","A","R"
"125684","A","R"
"125685","A","R"
"125686","A","R"
"125687","R",""
"125688","R",""
"125689","R",""
"125690","R",""
"125692","R","C"
"125693","R","C"
"125695","A","R"
"125696","R",""
"125698","A",""
"125709","R",""
"125711","I",""
"125712","I","C"
"125713","C",""
"125714","C",""
"125715","C",""
"125716","C",""
"125725","R",""
"125728","R",""
"125729","R",""
"125731","I","C"
"125732","C",""
"125733","C","R"
"125734","R","A"
"125735","R","A"
"125738","A",""
"125740","R",""
"125741","C",""
"125742","C",""
"125745","A",""
"125747","A",""
"125748","C","R"
"125749","R",""
"125750","R","A"
"125751","R",""
"125752","R",""
"125754","R",""
"125755","R","A"
"125756","R","A"
"125758","C","A"
"125759","R","A"
"125760","R","A"
"125761","R","A"
"125762","R","A"
"125763","R",""
"125764","R","A"
"125765","R","A"
"125766","A","R"
"125767","A",""
"125768","A","E"
"125770","R","A"
"125771","A","E"
"125773","E","S"
"125774","C",""
"125779","R","A"
"125780","R",""
"125782","E","A"
"125783","E","A"
"125785","I","C"
"125786","R","A"
"125787","R","A"
"125788","R","A"
"125789","R","A"
"125790","R","A"
"125791","R","A"
"125792","R","A"
"125793","R","A"
"125794","C","R"
"125795","C","R"
"125798","R",""
"125799","R","A"
"125800","R","A"
"125801","R","A"
"125802","R",""
"125804","R","A"
"125806","R","A"
"125807","R","A"
"125808","R","A"
"125810","R","A"
"125811","R","A"
"125812","C",""
"125813","R","E"
"125814","R","E"
"125815","S",""
"125816","R",""
"125818","C",""
"125819","R",""
"125820","R",""
"125821","R",""
"125822","R","A"
"125823","R","A"
"125824","R",""
"125825","C",""
"125826","A","R"
"125828","R","A"
"125829","R","A"
"125831","A",""
"125832","A","R"
"125833","C","E"
"125834","C","E"
"125835","A","I"
"125836","A","R"
"125837","A","R"
"125838","C",""
"125839","A",""
"125840","A",""
"125841","E","C"
"125842","E","A"
"125843","S","I"
"125844","R","A"
"125845","R","A"
"125846","C",""
"125847","C",""
"125848","R",""
"125849","A","E"
"125850","A","E"
"125851","A","E"
"125854","S",""
"125863","I","E"
"125866","E",""
"125894","I",""
"125897","I",""
"125898","I","R"
"125901","C","I"
"125902","R","C"
"125922","C",""
"125933","C",""
"125948","E",""
"125960","C","R"
"125961","C","R"
"125962","C",""
"125963","I","R"
"125965","R","S"
"125966","R","S"
"125968","S","C"
"125969","R","A"
"125970","R",""
"125971","C",""
"125972","A","R"
"125973","A","R"
"125974","A","R"
"125975","R","A"
"125976","R",""
"125977","R",""
"125978","R",""
"125979","A",""
"125980","C",""
"125981","A","S"
"125982","A","S"
"125984","A","S"
"125986","R","E"
"125988","A",""
"125989","A",""
"125990","A","E"
"125991","A","E"
"125992","R","C"
"125993","A","E"
"125994","R","C"
"125995","R","A"
"125996","A",""
"125997","S","A"
"125998","R","C"
"125999","R","A"
"126001","C","R"
"126003","C","R"
"126006","C","R"
"126008","C","R"
"126011","E","R"
"126012","R","C"
"126013","R","C"
"126015","A","R"
"126016","C","R"
"126017","R","C"
"126018","R","C"
"126019","R","I"
"126021","R","C"
"126022","R","C"
"126027","S","I"
"126028","R",""
"126033","S",""
"126053","C","R"
"126060","R",""
"126064","C","R"
"126065","R",""
"126070","E","C"
"126071","E","C"
"126080","R",""
"126081","R","A"
"126087","R",""
"126090","A","E"
"126091","C","S"
"126092","S",""
"126096","R",""
"126097","R",""
"126098","C","R"
"126100","C",""
"126101","E","S"
"126102","R",""
"126104","C","R"
"126105","R","A"
"126108","E","I"
"126110","S","R"
"126111","C",""
"126113","R",""
"126114","R",""
"126115","R",""
"126119","E",""
"126121","E","C"
"126122","E",""
"126123","E",""
"126129","S","A"
"126130","C",""
"126131","C",""
"126132","R",""
"126133","R",""
"126134","C","S"
"126135","R",""
"126136","R",""
"126139","R",""
"126140","R","A"
"126141","C",""
"126143","R",""
"126144","R",""
"126145","R",""
"126146","A",""
"126148","E","R"
"126149","A","C"
"126150","R",""
"126155","R","C"
"126164","R",""
"126165","R",""
"126166","R",""
"126167","R",""
"126171","R","I"
"126173","R","A"
"126178","R",""
"126179","R",""
"126180","C","R"
"126181","E","S"
"126182","C",""
"126183","S",""
"126184","S","A"
"126185","A",""
"126186","S",""
"126187","R",""
"126188","R",""
"126189","R",""
"126190","R",""
"126191","R",""
"126192","R",""
"126193","C",""
"126195","R",""
"126196","R",""
"126197","R",""
"126198","R",""
"126199","R","C"
"126200","A","C"
"126201","A","C"
"126202","S","I"
"126204","R",""
"126212","C",""
"126213","C","E"
"126214","R",""
"126218","R",""
"126221","R","C"
"126222","R",""
"126224","C","E"
"126225","C","I"
"126226","E","C"
"126227","S",""
"126228","E","A"
"126229","E","S"
"126230","R",""
"126231","I","S"
"126232","R",""
"126235","R",""
"126236","R",""
"126241","R",""
"126242","R",""
"126243","R",""
"126244","R","I"
"126245","R",""
"126246","S",""
"126247","R",""
"126253","S","C"
"126258","R",""
"126261","E","C"
"126262","R",""
"126263","R",""
"126266","C",""
"126267","R","S"
"126268","I","C"
"126269","R","C"
"126270","S","R"
"126272","I","A"
"126273","I","S"
"126274","R",""
"126276","R",""
"126277","R",""
"126278","C",""
"126279","R",""
"126280","R",""
"126281","R",""
"126282","I","C"
"126286","R",""
"126287","I","R"
"126288","R","A"
"126290","R",""
"126293","R",""
"126295","R",""
"126297","I","S"
"126298","R",""
"126299","I","S"
"126301","R","A"
"126302","R","A"
"126304","E","S"
"126312","C",""
"126315","S","C"
"126319","A","C"
"126320","A","C"
"126325","R",""
"126326","R",""
"126331","R",""
"126332","E","R"
"126335","C","R"
"126336","C",""
"126338","R","I"
"126339","R",""
"126341","I","A"
"126342","R","S"
"126346","R",""
"126348","R",""
"126349","R",""
"126350","R",""
"126351","R",""
"126352","C","S"
"126354","R",""
"126357","R",""
"126359","R",""
"126360","E","R"
"126362","R",""
"126363","R",""
"126364","R",""
"126365","R",""
"126370","E","A"
"126371","S",""
"126373","E","C"
"126374","R",""
"126376","E","C"
"126377","R",""
"126378","R",""
"126381","C",""
"126382","R",""
"126383","I","R"
"126384","R",""
"126385","S",""
"126386","S",""
"126387","C","S"
"126388","C",""
"126389","C","R"
"126390","C","S"
"126391","I","E"
"126392","R",""
"126393","R",""
"126394","R",""
"126395","R","A"
"126399","I","S"
"126400","I","R"
"126411","E","C"
"126412","E","C"
"126414","A","C"
"126415","E","C"
"126416","R",""
"126417","R",""
"126418","R",""
"126420","R",""
"126421","C","I"
"126422","I","E"
"126426","R",""
"126428","R",""
"126429","C","R"
"126430","R","C"
"126431","S",""
"126432","R",""
"126435","C","R"
"126436","C","S"
"126437","S",""
"126438","R",""
"126439","E","C"
"126441","C","R"
"126442","E","I"
"126443","A","C"
"126444","R",""
"126446","R",""
"126479","A","R"
"126481","A","R"
"126482","A","R"
"126484","A","R"
"126485","A","R"
"126486","A","R"
"126490","A","R"
"126491","A","R"
"126492","A","R"
"126493","A",""
"126494","A","R"
"126495","A",""
"126496","A","R"
"126497","A","R"
"126498","A","R"
"126499","A","R"
"126500","A","R"
"126501","A","R"
"126502","A","R"
"126503","A","R"
"126505","E","A"
"126506","E","A"
"126507","E","A"
"126513","R",""
"126516","A",""
"126517","R",""
"126518","S",""
"126520","C",""
"126521","C",""
"126522","C",""
"126523","E",""
"126525","I","R"
"126526","C",""
"126527","R","C"
"126528","E","R"
"126529","R",""
"126530","R",""
"126531","I",""
"126532","A",""
"126533","A",""
"126534","A",""
"126535","I",""
"126536","I",""
"126537","I",""
"126543","R",""
"126545","R",""
"126546","R",""
"126561","E",""
